20001,512000,1,1,0.080,0.035,0.017,0.000
20002,512000,1,1,0.080,0.033,0.020,0.000
20003,512000,1,1,0.072,0.030,0.015,0.000
20004,512000,1,1,0.081,0.032,0.021,0.000
20005,512000,1,1,0.074,0.035,0.014,0.000
20006,512000,1,0,0.085,0.033,0.020,0.000
20007,512000,1,0,0.082,0.035,0.018,0.000
20008,512000,1,0,0.082,0.032,0.022,0.000
20009,512000,1,0,0.082,0.033,0.023,0.000
20010,512000,1,0,0.075,0.035,0.021,0.000
20011,512000,0,1,0.109,0.031,0.018,0.028
20012,512000,0,1,0.104,0.030,0.017,0.025
20013,512000,0,1,0.136,0.032,0.016,0.061
20014,512000,0,1,0.098,0.030,0.017,0.023
20015,512000,0,1,0.100,0.030,0.018,0.024
20016,512000,0,0,0.086,0.034,0.023,0.000
20017,512000,0,0,0.084,0.031,0.025,0.000
20018,512000,0,0,0.082,0.029,0.024,0.000
20019,512000,0,0,0.075,0.029,0.021,0.000
20020,512000,0,0,0.106,0.031,0.046,0.000
20021,1048576,1,1,0.110,0.063,0.023,0.001
20022,1048576,1,1,0.105,0.057,0.015,0.001
20023,1048576,1,1,0.104,0.059,0.015,0.001
20024,1048576,1,1,0.106,0.059,0.019,0.000
20025,1048576,1,1,0.104,0.058,0.018,0.000
20026,1048576,1,0,0.115,0.059,0.027,0.000
20027,1048576,1,0,0.116,0.061,0.028,0.000
20028,1048576,1,0,0.121,0.057,0.034,0.000
20029,1048576,1,0,0.105,0.057,0.024,0.000
20030,1048576,1,0,0.177,0.060,0.090,0.000
20031,1048576,0,1,0.138,0.057,0.017,0.032
20032,1048576,0,1,0.134,0.057,0.018,0.032
20033,1048576,0,1,0.136,0.059,0.014,0.029
20034,1048576,0,1,0.133,0.055,0.014,0.035
20035,1048576,0,1,0.139,0.057,0.017,0.034
20036,1048576,0,0,0.117,0.059,0.029,0.000
20037,1048576,0,0,0.119,0.060,0.031,0.000
20038,1048576,0,0,0.125,0.057,0.036,0.000
20039,1048576,0,0,0.120,0.059,0.031,0.000
20040,1048576,0,0,0.164,0.056,0.079,0.000
20041,2097152,1,1,0.165,0.109,0.018,0.001
20042,2097152,1,1,0.168,0.109,0.020,0.004
20043,2097152,1,1,0.165,0.115,0.018,0.003
20044,2097152,1,1,0.163,0.111,0.016,0.001
20045,2097152,1,1,0.165,0.110,0.017,0.002
20046,2097152,1,0,0.179,0.110,0.032,0.000
20047,2097152,1,0,0.176,0.109,0.034,0.000
20048,2097152,1,0,0.169,0.108,0.029,0.000
20049,2097152,1,0,0.176,0.111,0.031,0.000
20050,2097152,1,0,0.174,0.109,0.032,0.000
20051,2097152,0,1,0.213,0.109,0.017,0.048
20052,2097152,0,1,0.205,0.103,0.017,0.049
20053,2097152,0,1,0.208,0.104,0.017,0.048
20054,2097152,0,1,0.206,0.109,0.018,0.044
20055,2097152,0,1,0.200,0.104,0.016,0.045
20056,2097152,0,0,0.227,0.110,0.092,0.000
20057,2097152,0,0,0.189,0.113,0.043,0.000
20058,2097152,0,0,0.201,0.114,0.053,0.000
20059,2097152,0,0,0.189,0.110,0.046,0.000
20060,2097152,0,0,0.187,0.111,0.044,0.000
20061,4194304,1,1,0.276,0.213,0.019,0.004
