40003,512000,1,1,0.079,0.033,0.017,0.000
40006,512000,1,1,0.078,0.031,0.017,0.000
40009,512000,1,1,0.072,0.035,0.014,0.000
40012,512000,1,1,0.077,0.029,0.014,0.000
40015,512000,1,1,0.080,0.029,0.021,0.000
40018,512000,1,0,0.082,0.031,0.023,0.000
40021,512000,1,0,0.084,0.034,0.023,0.000
40024,512000,1,0,0.078,0.035,0.019,0.000
40027,512000,1,0,0.099,0.054,0.020,0.000
40030,512000,1,0,0.104,0.058,0.021,0.000
40033,512000,0,1,0.108,0.032,0.021,0.027
40036,512000,0,1,0.120,0.050,0.022,0.024
40039,512000,0,1,0.104,0.031,0.014,0.029
40042,512000,0,1,0.100,0.028,0.020,0.025
40045,512000,0,1,0.101,0.030,0.017,0.025
40048,512000,0,0,0.085,0.038,0.023,0.000
40051,512000,0,0,0.090,0.034,0.025,0.000
40054,512000,0,0,0.081,0.033,0.022,0.000
40057,512000,0,0,0.080,0.033,0.021,0.000
40060,512000,0,0,0.082,0.034,0.023,0.000
40063,1048576,1,1,0.099,0.053,0.018,0.000
40066,1048576,1,1,0.111,0.059,0.021,0.001
40069,1048576,1,1,0.101,0.054,0.020,0.001
40072,1048576,1,1,0.155,0.104,0.020,0.001
40075,1048576,1,1,0.142,0.092,0.019,0.000
40078,1048576,1,0,0.106,0.058,0.023,0.000
40081,1048576,1,0,0.105,0.058,0.022,0.000
40084,1048576,1,0,0.104,0.059,0.022,0.000
40087,1048576,1,0,0.115,0.059,0.030,0.000
40090,1048576,1,0,0.108,0.056,0.024,0.000
40093,1048576,0,1,0.160,0.081,0.018,0.035
40096,1048576,0,1,0.158,0.079,0.015,0.033
40099,1048576,0,1,0.156,0.074,0.018,0.031
40102,1048576,0,1,0.164,0.079,0.017,0.033
40105,1048576,0,1,0.166,0.077,0.017,0.034
40108,1048576,0,0,0.125,0.060,0.035,0.000
40111,1048576,0,0,0.119,0.057,0.033,0.000
40114,1048576,0,0,0.144,0.082,0.032,0.000
40117,1048576,0,0,0.143,0.080,0.036,0.000
40120,1048576,0,0,0.128,0.062,0.035,0.000
