40001,512000,1,1,0.102,0.038,0.023,0.004
40002,512000,1,1,0.115,0.060,0.024,0.000
40003,512000,1,1,0.079,0.033,0.017,0.000
40004,512000,1,1,0.109,0.055,0.023,0.000
40005,512000,1,1,0.112,0.059,0.024,0.000
40006,512000,1,1,0.078,0.031,0.017,0.000
40007,512000,1,1,0.090,0.031,0.026,0.000
40008,512000,1,1,0.089,0.039,0.020,0.000
40009,512000,1,1,0.072,0.035,0.014,0.000
40010,512000,1,1,0.078,0.032,0.019,0.000
40011,512000,1,1,0.091,0.033,0.024,0.000
40012,512000,1,1,0.077,0.029,0.014,0.000
40013,512000,1,1,0.091,0.037,0.022,0.000
40014,512000,1,1,0.090,0.035,0.023,0.000
40015,512000,1,1,0.080,0.029,0.021,0.000
40016,512000,1,1,0.106,0.035,0.017,0.000
40017,512000,1,1,0.107,0.033,0.015,0.000
40018,512000,1,0,0.082,0.031,0.023,0.000
40019,512000,1,1,0.092,0.035,0.023,0.000
40020,512000,1,1,0.091,0.038,0.021,0.000
40021,512000,1,0,0.084,0.034,0.023,0.000
40022,512000,1,1,0.088,0.037,0.017,0.000
40023,512000,1,1,0.082,0.034,0.017,0.000
40024,512000,1,0,0.078,0.035,0.019,0.000
40025,512000,1,1,0.083,0.031,0.023,0.001
40026,512000,1,1,0.074,0.038,0.014,0.000
40027,512000,1,0,0.099,0.054,0.020,0.000
40028,512000,1,1,0.085,0.036,0.013,0.000
40029,512000,1,1,0.089,0.034,0.023,0.000
40030,512000,1,0,0.104,0.058,0.021,0.000
40031,512000,1,1,0.091,0.040,0.016,0.000
40032,512000,1,1,0.092,0.037,0.024,0.000
40033,512000,0,1,0.108,0.032,0.021,0.027
40034,512000,1,1,0.087,0.035,0.022,0.000
40035,512000,1,1,0.082,0.035,0.013,0.000
40036,512000,0,1,0.120,0.050,0.022,0.024
40037,512000,1,1,0.087,0.035,0.024,0.000
40038,512000,1,1,0.084,0.034,0.021,0.002
40039,512000,0,1,0.104,0.031,0.014,0.029
40040,512000,1,1,0.084,0.035,0.023,0.000
40041,512000,1,1,0.090,0.041,0.017,0.000
40042,512000,0,1,0.100,0.028,0.020,0.025
40043,512000,1,1,0.092,0.034,0.029,0.000
40044,512000,1,1,0.085,0.035,0.024,0.000
40045,512000,0,1,0.101,0.030,0.017,0.025
40046,512000,1,1,0.085,0.036,0.015,0.000
40047,512000,1,1,0.085,0.037,0.018,0.000
40048,512000,0,0,0.085,0.038,0.023,0.000
40049,512000,1,1,0.085,0.034,0.023,0.000
40050,512000,1,1,0.084,0.034,0.022,0.000
40051,512000,0,0,0.090,0.034,0.025,0.000
40052,512000,1,1,0.081,0.037,0.015,0.000
40053,512000,1,1,0.086,0.038,0.016,0.000
40054,512000,0,0,0.081,0.033,0.022,0.000
40055,512000,1,1,0.092,0.037,0.016,0.000
40056,512000,1,1,0.091,0.036,0.017,0.000
40057,512000,0,0,0.080,0.033,0.021,0.000
40058,512000,1,1,0.162,0.036,0.024,0.000
40059,512000,1,1,0.151,0.035,0.020,0.000
40060,512000,0,0,0.082,0.034,0.023,0.000
40061,1048576,1,1,0.115,0.063,0.023,0.001
40062,1048576,1,1,0.112,0.065,0.015,0.001
40063,1048576,1,1,0.099,0.053,0.018,0.000
40064,1048576,1,1,0.107,0.061,0.016,0.001
40065,1048576,1,1,0.107,0.056,0.017,0.001
40066,1048576,1,1,0.111,0.059,0.021,0.001
40067,1048576,1,1,0.118,0.067,0.013,0.000
40068,1048576,1,1,0.107,0.047,0.017,0.000
40069,1048576,1,1,0.101,0.054,0.020,0.001
40070,1048576,1,1,0.117,0.065,0.020,0.001
40071,1048576,1,1,0.147,0.099,0.020,0.001
40072,1048576,1,1,0.155,0.104,0.020,0.001
40073,1048576,1,1,0.124,0.057,0.022,0.001
40074,1048576,1,1,0.118,0.060,0.020,0.001
40075,1048576,1,1,0.142,0.092,0.019,0.000
40076,1048576,1,1,0.106,0.062,0.018,0.001
40077,1048576,1,1,0.105,0.058,0.017,0.001
40078,1048576,1,0,0.106,0.058,0.023,0.000
40079,1048576,1,1,0.115,0.057,0.019,0.001
40080,1048576,1,1,0.113,0.059,0.020,0.005
40081,1048576,1,0,0.105,0.058,0.022,0.000
40082,1048576,1,1,0.140,0.077,0.023,0.001
40083,1048576,1,1,0.129,0.070,0.023,0.001
40084,1048576,1,0,0.104,0.059,0.022,0.000
40085,1048576,1,1,0.117,0.060,0.022,0.001
40086,1048576,1,1,0.114,0.064,0.016,0.000
40087,1048576,1,0,0.115,0.059,0.030,0.000
40088,1048576,1,1,0.106,0.059,0.017,0.001
40089,1048576,1,1,0.119,0.058,0.028,0.001
40090,1048576,1,0,0.108,0.056,0.024,0.000
40091,1048576,1,1,0.144,0.065,0.022,0.001
40092,1048576,1,1,0.137,0.064,0.014,0.001
40093,1048576,0,1,0.160,0.081,0.018,0.035
40094,1048576,1,1,0.108,0.060,0.024,0.001
40095,1048576,1,1,0.109,0.058,0.024,0.001
40096,1048576,0,1,0.158,0.079,0.015,0.033
40097,1048576,1,1,0.128,0.076,0.015,0.001
40098,1048576,1,1,0.117,0.069,0.016,0.001
40099,1048576,0,1,0.156,0.074,0.018,0.031
40100,1048576,1,1,0.112,0.060,0.018,0.001
40101,1048576,1,1,0.114,0.058,0.020,0.002
40102,1048576,0,1,0.164,0.079,0.017,0.033
40103,1048576,1,1,0.111,0.061,0.016,0.001
40104,1048576,1,1,0.172,0.118,0.021,0.001
40105,1048576,0,1,0.166,0.077,0.017,0.034
40106,1048576,1,1,0.188,0.068,0.016,0.001
40107,1048576,1,1,0.179,0.065,0.014,0.001
40108,1048576,0,0,0.125,0.060,0.035,0.000
40109,1048576,1,1,0.120,0.060,0.029,0.000
40110,1048576,1,1,0.115,0.062,0.018,0.002
40111,1048576,0,0,0.119,0.057,0.033,0.000
40112,1048576,1,1,0.120,0.062,0.017,0.001
40113,1048576,1,1,0.126,0.060,0.023,0.001
40114,1048576,0,0,0.144,0.082,0.032,0.000
40115,1048576,1,1,0.166,0.065,0.022,0.001
40116,1048576,1,1,0.150,0.058,0.020,0.001
40117,1048576,0,0,0.143,0.080,0.036,0.000
40118,1048576,1,1,0.111,0.068,0.014,0.001
40119,1048576,1,1,0.110,0.060,0.019,0.000
40120,1048576,0,0,0.128,0.062,0.035,0.000
40121,2097152,1,1,0.171,0.110,0.019,0.001
40122,2097152,1,1,0.171,0.110,0.023,0.002
40123,2097152,1,1,0.162,0.109,0.016,0.001
40124,2097152,1,1,0.166,0.115,0.012,0.001
40125,2097152,1,1,0.290,0.244,0.019,0.001
40126,2097152,1,1,0.166,0.111,0.018,0.001
40127,2097152,1,1,0.164,0.108,0.020,0.002
40128,2097152,1,1,0.160,0.110,0.015,0.001
40129,2097152,1,1,0.162,0.110,0.016,0.001
40130,2097152,1,1,0.167,0.112,0.015,0.001
40131,2097152,1,1,0.161,0.108,0.016,0.001
40132,2097152,1,1,0.170,0.113,0.019,0.001
40133,2097152,1,1,0.184,0.116,0.017,0.007
40134,2097152,1,1,0.185,0.123,0.016,0.002
40135,2097152,1,1,0.157,0.107,0.015,0.002
40136,2097152,1,1,0.167,0.111,0.021,0.004
40137,2097152,1,1,0.170,0.117,0.021,0.002
40138,2097152,1,0,0.172,0.111,0.030,0.000
40139,2097152,1,1,0.188,0.117,0.025,0.003
40140,2097152,1,1,0.174,0.113,0.015,0.001
40141,2097152,1,0,0.166,0.108,0.025,0.000
40142,2097152,1,1,0.179,0.108,0.031,0.001
40143,2097152,1,1,0.184,0.110,0.030,0.001
40144,2097152,1,0,0.165,0.107,0.027,0.000
40145,2097152,1,1,0.174,0.114,0.018,0.002
40146,2097152,1,1,0.174,0.113,0.020,0.001
40147,2097152,1,0,0.165,0.107,0.025,0.000
40148,2097152,1,1,0.162,0.103,0.017,0.002
40149,2097152,1,1,0.163,0.105,0.021,0.002
40150,2097152,1,0,0.166,0.110,0.026,0.000
40151,2097152,1,1,0.169,0.107,0.019,0.003
40152,2097152,1,1,0.185,0.124,0.019,0.002
40153,2097152,0,1,0.236,0.140,0.015,0.047
40154,2097152,1,1,0.175,0.109,0.025,0.001
40155,2097152,1,1,0.175,0.110,0.023,0.003
40156,2097152,0,1,0.203,0.104,0.016,0.048
40157,2097152,1,1,0.171,0.110,0.023,0.001
40158,2097152,1,1,0.170,0.108,0.017,0.001
40159,2097152,0,1,0.225,0.129,0.015,0.047
40160,2097152,1,1,0.177,0.110,0.021,0.001
40161,2097152,1,1,0.171,0.117,0.016,0.001
40162,2097152,0,1,0.200,0.103,0.016,0.045
40163,2097152,1,1,0.198,0.119,0.031,0.001
40164,2097152,1,1,0.197,0.124,0.024,0.001
40165,2097152,0,1,0.214,0.109,0.022,0.044
40166,2097152,1,1,0.171,0.110,0.018,0.003
40167,2097152,1,1,0.173,0.111,0.016,0.001
40168,2097152,0,0,0.238,0.161,0.048,0.000
